Institution Name,Location,2025 Rank,2024 Rank,QS Overall Score,Academic Reputation,Employer Reputation,Faculty Student,Citations per Faculty,International Faculty,International Students,International Research Network,Employment Outcomes,Sustainability,pca_1,pca_2
Universidade Católica Portuguesa - UCP,PT,901-950,901-950,-,13.0,13.6,11.9,6.1,9.3,30.2,27.8,43.2,5.8,-0.9151360602013016,-0.35481782771211123
Universidade de Vigo,ES,901-950,901-950,-,8.9,5.3,9.4,18.0,2.1,4.8,79.9,3.8,39.8,-0.767560302022191,-0.037668373547835456
Università degli Studi della Tuscia (University of Tuscia),IT,901-950,1001-1200,-,4.6,1.2,5.6,43.6,13.7,10.4,32.4,2.0,2.2,-1.5524192877150063,0.4553488455254384
Università degli studi Roma Tre,IT,901-950,901-950,-,17.4,8.0,2.2,12.1,8.5,4.2,62.5,7.1,19.7,-1.0390464016417034,-0.15810995935197963
"University of Alabama, Birmingham",US,901-950,901-950,-,5.8,4.2,56.0,16.8,17.45732656239486,19.265888385153485,54.5,1.7,2.0,-1.0822886194871284,0.14250904863154026
University of Calabria,IT,901-950,951-1000,-,6.8,2.3,5.5,22.6,8.3,6.2,81.4,1.7,29.6,-0.8984699762128948,0.2384192959087826
University of East London,UK,901-950,851-900,-,3.6,3.6,3.1,6.2,73.1,100.0,33.3,7.6,1.1,-0.4881707519682042,2.7384646519443923
University of Hail,SA,901-950,,-,5.2,1.9,39.4,2.4,100.0,3.0,43.3,2.3,1.5,-0.9217038807783597,1.281877892650846
University of Lodz,PL,901-950,951-1000,-,11.5,4.1,39.5,3.4,4.0,11.3,70.9,16.3,1.9,-1.0582102145473724,-0.41019267197946463
University of Maribor,SI,901-950,851-900,-,8.0,6.6,29.2,6.8,1.8,13.0,61.0,33.4,9.1,-0.9298193230376337,-0.5496450750816099
University of Murcia,ES,901-950,901-950,-,11.7,2.9,24.5,6.8,1.7,3.9,79.8,3.7,44.9,-0.7269300130701366,-0.2288826898190329
University of Nairobi,KE,901-950,1001-1200,-,10.0,11.7,20.1,1.8,10.481374055450638,6.592864850820243,50.1,92.5,1.8,-0.4012654175582004,-1.3706194481445884
University of Peshawar,PK,901-950,951-1000,-,6.9,9.9,34.3,21.4,4.25106805797644,1.9,42.9,15.3,1.1,-1.3249343178955353,-0.4963090457117906
University of Salford,UK,901-950,851-900,-,6.8,3.9,6.4,6.9,36.7,69.8,63.6,9.6,5.8,-0.5815973650991132,1.5653503712542831
University Paris 2 Panthéon-Assas,FR,901-950,851-900,-,7.1,3.5,62.1,1.2,11.8,26.1,4.3,53.1,1.0,-1.1461832949843902,-0.7264074696775379
Viet Nam National University Ho Chi Minh City (VNU-HCM),VN,901-950,951-1000,-,18.8,24.6,5.7,2.1,4.2,1.1,45.7,24.9,4.6,-1.0722182325051155,-0.8980960150682712
Worcester Polytechnic Institute,US,901-950,851-900,-,3.5,5.2,17.4,26.2,42.0,23.5,25.6,8.3,1.9,-1.2434599631842085,0.8355678357332968
Wroclaw University of Science and Technology (WRUST),PL,901-950,901-950,-,11.7,18.9,33.7,5.3,3.4,5.0,55.5,3.2,1.3,-1.2475049895101322,-0.5563612030760755
Yerevan State University,AM,901-950,1001-1200,-,7.0,2.9,51.4,1.3,5.1,1.7,20.0,87.4,1.0,-0.9182198330678816,-1.5969621037144643
Yokohama City University,JP,901-950,801-850,-,3.4,2.4,96.2,10.3,5.4,2.4,10.5,3.1,1.0,-1.7432917645455155,-0.7241755776875869
Almaty Technological University,KZ,951-1000,801-850,-,6.2,4.2,88.1,1.0,25.0,4.8,2.9,3.3,1.1,-1.696080785255216,-0.42771887271172443
Athens University of Economics and Business,GR,951-1000,901-950,-,7.6,29.3,1.7,20.0,1.6,3.1,14.0,20.9,2.4,-1.4872290679590703,-0.7083447055848545
Auburn University,US,951-1000,801-850,-,7.1,7.7,7.6,17.2,27.6,6.0,54.7,16.4,10.9,-1.0444880033429949,0.17711344699713633
Baku State University,AZ,951-1000,1001-1200,-,12.9,5.5,41.7,1.4,5.3,2.2,16.7,47.7,1.3,-1.3404980684071548,-1.1189718080167137
Bina Nusantara University (BINUS),ID,951-1000,1001-1200,-,12.5,21.8,19.9,2.1,34.7,4.3,10.7,12.9,4.1,-1.3920899075839595,-0.2224630136268357
Clark University,US,951-1000,801-850,-,2.6,2.5,18.9,16.7,13.2,84.7,20.2,13.6,6.5,-1.0114687285487511,1.3470312540480238
Clemson University,US,951-1000,851-900,-,7.3,7.0,12.6,15.2,11.6,5.2,78.5,7.7,12.3,-1.0091533023629018,0.012887787665591737
D. Serikbayev East Kazakhstan state technical university,KZ,951-1000,901-950,-,13.0,7.7,64.2,1.2,14.4,2.5,2.4,3.5,1.3,-1.7825770926977766,-0.6123861789201411
Ferdowsi University of Mashhad,IR,951-1000,1001-1200,-,7.0,6.0,3.5,28.2,1.3,7.1,71.7,5.2,1.7,-1.2688492406388974,0.0459931320972859
Financial University under the Government of the Russian Federation,RU,951-1000,1001-1200,-,5.3,9.9,39.3,1.6,4.7,19.4,32.4,47.7,5.1,-1.0376175029396422,-0.7438963854509243
Hallym University ,KR,951-1000,901-950,-,2.8,1.8,94.4,6.9,3.8,2.2,5.7,1.7,1.1,-1.8994566475020724,-0.7347036830654253
Indian Institute of Technology Bhubaneswar,IN,951-1000,731-740,-,4.3,3.5,10.0,50.2,1.5,1.0,6.8,2.1,1.9,-1.9213048578822651,0.014577117236009334
Instituto Tecnológico de Buenos Aires (ITBA),AR,951-1000,791-800,-,8.8,24.6,39.0,1.3,17.3,12.3,2.7,22.3,1.237510467636404,-1.3997822062216003,-0.645496070148913
Khon Kaen University,TH,951-1000,951-1000,-,17.2,10.7,7.4,4.4,5.3,2.3,50.9,4.4,31.8,-1.1090472767821387,-0.3410968447073391
King Mongkut's University of Technology Thonburi ,TH,951-1000,951-1000,-,13.2,6.3,13.3,8.5,9.5,3.2,36.9,2.6,41.0,-1.1910854157955426,-0.154906157395024
Kumamoto University,JP,951-1000,901-950,-,7.1,2.8,55.2,12.6,7.2,3.5,35.1,2.9,8.0,-1.5064952736513273,-0.3672692340931867
Mansoura University,EG,951-1000,1001-1200,-,14.1,12.0,3.3,2.6,6.7,5.7,74.7,4.4,40.4,-0.7625531144548083,-0.1695761539847442
Niigata University,JP,951-1000,851-900,-,4.9,3.2,85.3,3.8,4.6,3.1,18.4,5.7,1.8,-1.7090660903538615,-0.7331733882688184
Northern Borders University,SA,951-1000,901-950,-,13.1,4.7,20.2,2.1,98.4,4.8,13.1,2.4,1.0,-1.2054507722296648,1.2266083763090128
Pontificia Universidad Católica del Ecuador (PUCE),EC,951-1000,901-950,-,17.3,16.2,11.5,1.3,14.2,1.7,27.1,34.0,1.0,-1.2571155798937903,-0.7788138105178996
Prince of Songkla University,TH,951-1000,901-950,-,21.6,5.6,16.4,3.3,5.3,1.9,40.3,3.9,24.2,-1.2912894440773144,-0.41826780451042156
"Queen Margaret University , Edinburgh",UK,951-1000,851-900,-,3.5,4.3,5.2,18.3,59.9,73.3,3.3,1.4,1.0,-1.1338861199283874,2.1181628445223244
Rhodes University ,ZA,951-1000,901-950,-,6.3,7.7,12.9,12.6,21.725886618563514,33.2,54.5,35.5,2.9,-0.7394694318479473,0.25222629794542345
Riga Stradins University,LV,951-1000,901-950,-,6.1,13.4,14.1,1.9,22.3,90.8,15.1,11.4,1.1,-0.9760065148127627,1.3685352133662567
S.D. Asfendiyarov Kazakh National Medical University,KZ,951-1000,901-950,-,6.7,4.2,59.7,1.1,10.4,64.7,3.9,3.4,1.1,-1.4139583564633544,0.5862651792821179
Saveetha Institute of Medical and Technical Sciences (deemed to be university),IN,951-1000,,-,5.5,2.6,21.1,7.2,87.1,7.2,60.8,1.9,1.7,-0.8478615348460499,1.3231023268173485
Sophia University ,JP,951-1000,901-950,-,12.7,19.9,21.9,1.8,34.5,10.8,8.6,11.7,5.2,-1.3735114287691719,-0.08940568959255192
Southern Federal University,RU,951-1000,851-900,-,6.6,3.8,67.9,1.9,2.9,25.2,40.1,1.8,1.2,-1.4084103366288176,-0.19789235873807692
St. Louis University,US,951-1000,901-950,-,4.4,2.6,53.2,13.5,12.7,11.0,28.7,9.0,1.7,-1.5209164482797095,-0.18102611488293294
The University of Alabama,US,951-1000,951-1000,-,10.0,20.3,5.3,11.9,5.3,2.5,54.9,10.7,6.7,-1.2196221773245446,-0.41978417128804285
The University of Lahore,PK,951-1000,1001-1200,-,11.1,19.4,12.3,3.3,4.0,3.0,61.4,2.7,19.7,-1.125173365942292,-0.4089834262590414
Universidad Autónoma Metropolitana (UAM),MX,951-1000,901-950,-,23.6,11.3,3.7,2.5,7.8,1.2,45.6,4.6,9.4,-1.3560497513562684,-0.4201013598385601
Universidad de Córdoba - España,ES,951-1000,1001-1200,-,10.6,3.9,26.5,12.0,11.05782516420149,11.85294998678587,84.2,4.8,5.6,-0.9392988718474617,0.04951900043529544
Universidad de La Sabana,CO,951-1000,791-800,-,21.0,25.5,14.2,2.0,3.9,1.8,13.1,10.5,1.1,-1.5563069243946774,-0.8681630552962996
Universidad de León,ES,951-1000,1001-1200,-,6.7,3.6,51.6,4.5,2.3,7.2,44.9,2.8,38.5,-1.1194168787667549,-0.37117397568324995
Universidad de los Andes - Chile,CL,951-1000,951-1000,-,16.4,18.1,8.4,2.8,12.2,2.0,22.6,38.6,1.2,-1.2558240781720655,-0.8598118331115907
Universidad de San Andrés - UdeSA,AR,951-1000,801-850,-,7.7,19.7,46.0,2.2,7.5,4.1,13.2,29.8,1.580515110057186,-1.3943017592494829,-0.9913135186308091
Universidad Nacional de Rosario (UNR),AR,951-1000,951-1000,-,19.5,7.7,31.2,1.1,4.675483988166363,6.4,26.8,10.7,1.0,-1.5578447692287156,-0.6002657600174116
Universidad Técnica Federico Santa María (USM),CL,951-1000,801-850,-,9.8,33.0,3.2,5.0,13.8,1.6,41.6,13.1,7.6,-1.1531242407436912,-0.5558269444677469
Universidad Torcuato Di Tella,AR,951-1000,851-900,-,12.4,20.8,14.4,2.6,33.1,7.8,4.5,35.6,2.596393915337051,-1.2335093204853889,-0.43493336186639053
Université Sorbonne Paris Nord,FR,951-1000,1401+,-,9.5,4.1,4.2,29.3,6.525920302272848,6.291381899673163,61.0,3.9,1.4,-1.339175048893826,0.11345701254622355
Université Toulouse 1 Capitole,FR,951-1000,951-1000,-,13.4,4.6,1.7,6.2,25.5,50.2,52.6,6.1,1.8,-0.9943805365391525,0.9913558007979784
Universiti Pendidikan Sultan Idris (UPSI),MY,951-1000,951-1000,-,13.1,9.9,27.5,2.7,21.3,38.3,21.1,3.9,2.2,-1.3262827913710127,0.403594491237769
University of Bahrain,BH,951-1000,951-1000,-,9.7,5.1,7.0,2.2,87.0,8.9,36.2,36.3,1.1,-0.7280251594682569,0.8448137786354057
University of Central Lancashire,UK,951-1000,901-950,-,5.4,4.9,10.9,3.8,35.5,82.0,53.9,2.1,1.5,-0.7492127601302131,1.790671330162759
University of Colombo,LK,951-1000,1001-1200,-,13.1,18.0,2.5,3.2,1.1,1.2,19.3,69.6,16.3,-0.9271704085340033,-1.3679170188879572
University of Denver,US,951-1000,901-950,-,5.4,7.4,42.2,7.8,7.7,5.8,32.7,25.6,9.9,-1.2986712041031032,-0.5944808904844683
University of Parma,IT,951-1000,851-900,-,9.5,2.7,2.9,25.4,3.8,9.1,69.4,9.2,2.3,-1.236302779934472,0.07236496703769724
University of Regina,CA,951-1000,1001-1200,-,3.3,2.5,3.9,21.0,7.3,38.3,39.1,4.1,44.6,-0.9569554199580895,0.7355298957322047
University of South Bohemia,CZ,951-1000,1001-1200,-,5.2,2.3,56.0,5.7,21.5,11.4,55.3,1.6,5.7,-1.2256306092915532,0.04852853821430486
University of the Western Cape,ZA,951-1000,951-1000,-,8.6,5.3,4.1,14.1,25.2,3.7,76.8,21.0,2.2,-0.9538995225922056,0.09451943093872325
Yarmouk University,JO,951-1000,1001-1200,-,14.1,20.1,3.1,2.6,7.3,8.8,45.3,33.8,7.5,-0.9993665846931572,-0.6772543217404599
Yeungnam University ,KR,951-1000,951-1000,-,3.8,2.9,13.4,26.9,34.2,7.5,43.9,2.7,1.6,-1.3775264349384535,0.590960571670346
Al-Azhar University,EG,1001-1200,1201-1400,-,13.1,10.3,11.0,1.4,1.4,9.5,58.3,22.6,1.1,-1.25175942822825,-0.5067650454379484
Aligarh Muslim University,IN,1001-1200,1001-1200,-,11.1,2.8,16.2,12.1,1.0,1.4,46.0,2.7,13.2,-1.5718924105749688,-0.2542558905486519
Amity University,IN,1001-1200,1001-1200,-,9.8,10.6,10.7,7.1,3.7,21.1,61.5,4.1,10.8,-1.1833229990209715,0.06024927573752435
Amrita Vishwa Vidyapeetham,IN,1001-1200,1001-1200,-,5.8,4.7,24.0,5.7,35.5,1.6,39.7,1.7,1.1,-1.5829954743811567,0.2647021845072135
An-Najah National University,PS,1001-1200,1001-1200,-,7.7,12.1,7.3,2.3,34.6,24.8,31.8,21.8,1.1,-1.204609528668571,0.35358096139245343
"Arab Academy for Science, Technology and Maritime Transport",EG,1001-1200,1001-1200,-,7.4,8.4,33.0,1.5,6.8,20.4,29.8,11.4,1.6,-1.5530681231350785,-0.18802838435927313
Assiut University ,EG,1001-1200,1001-1200,-,11.4,9.8,13.6,2.2,11.8,3.5,56.0,2.5,5.4,-1.4464116837055525,-0.16566996885950197
Azerbaijan State Oil and Industry University,AZ,1001-1200,1201-1400,-,7.3,5.3,29.9,1.1,17.4,2.6,6.6,31.4,1.4232726040247452,-1.7264880618886875,-0.5596094802216174
Azerbaijan State University of Economics,AZ,1001-1200,1001-1200,-,13.0,14.5,26.1,1.2,14.2,3.4,4.6,38.6,1.9,-1.4478716123670832,-0.8745084685839679
Banaras Hindu University,IN,1001-1200,1001-1200,-,13.5,8.0,12.4,9.0,1.2,1.7,56.4,8.8,2.7,-1.4369655882876937,-0.4097750698938431
Baylor University,US,1001-1200,1001-1200,-,6.1,9.1,11.9,7.5,2.4,3.8,41.8,11.6,4.0,-1.663306020375153,-0.3411812190934186
Bielefeld University,DE,1001-1200,951-1000,-,14.2,3.3,8.0,6.7,20.0,7.0,67.0,2.9,4.9,-1.2511200895226917,0.1725417912260246
Binghamton University SUNY,US,1001-1200,1001-1200,-,7.0,5.1,5.7,15.8,10.8,10.3,44.2,3.9,3.1,-1.5997412420585995,0.1560253437399313
Birmingham City University ,UK,1001-1200,1001-1200,-,6.2,4.4,7.3,3.2,42.0,73.8,27.2,6.5,1.4,-1.0456939284993456,1.6689950235357935
BRAC University,BD,1001-1200,1001-1200,-,11.6,27.9,10.0,2.0,2.0,1.4,21.4,3.8,1.1,-1.7278848084483187,-0.6904875852872009
Brigham Young University,US,1001-1200,1001-1200,-,7.5,7.0,4.8,10.4,1.3,3.0,52.4,22.2,3.8,-1.4529256084513242,-0.41133476965002375
Canterbury Christ Church University,UK,1001-1200,1001-1200,-,5.1,2.2,4.7,3.7,34.5,87.6,17.7,1.3,1.0,-1.226778388352576,1.9054998118423567
Chang Jung Christian University,TW,1001-1200,1001-1200,-,8.5,4.6,48.4,1.6,6.1,4.4,4.8,2.0,1.1,-2.062363199665546,-0.47459672130402086
Chung Yuan Christian University,TW,1001-1200,1001-1200,-,6.3,5.3,4.3,15.6,3.9,6.7,15.1,22.4,7.9,-1.765626703500793,-0.2961406145194587
Chungbuk National University,KR,1001-1200,1001-1200,-,3.8,2.7,34.1,10.3,10.5,7.7,27.4,1.7,15.4,-1.6671240345909897,-0.04880921850117052
College of William and Mary,US,1001-1200,901-950,-,8.1,9.1,20.9,11.4,6.3,5.4,33.1,23.7,4.3,-1.4246841416798488,-0.48827174717081306
Corvinus University of Budapest,HU,1001-1200,1001-1200,-,10.3,21.6,4.7,3.1,7.3,34.8,19.3,33.5,1.0,-1.1687535863762875,-0.24761642552736488
Cracow University of Technology (Politechnika Krakowska),PL,1001-1200,1001-1200,-,11.0,21.3,21.7,4.7,2.6,3.3,46.5,5.4,1.0,-1.4093255765273727,-0.5875552897608852
Dankook University ,KR,1001-1200,1001-1200,-,5.8,4.0,59.2,3.0,4.2,7.1,13.0,2.9,4.1,-1.8864474506460986,-0.4804183462980388
EGE UNIVERSITY,TR,1001-1200,1001-1200,-,10.0,13.6,15.8,3.2,1.3,7.8,68.6,2.1,1.4,-1.3529659375753624,-0.28761403377279676
Escuela Superior Politécnica del Litoral (ESPOL),EC,1001-1200,1001-1200,-,14.3,8.4,22.4,2.6,12.0,1.6,27.5,8.6,22.7,-1.4036139046088896,-0.3921626242699594
Fordham University ,US,1001-1200,1001-1200,-,6.8,8.3,14.8,5.4,6.3,13.9,23.9,29.1,1.4,-1.5603723914980994,-0.38838116005024376
Gebze Technical University (GTU),TR,1001-1200,1201-1400,-,4.5,3.4,7.8,18.5,6.2,3.8,37.3,2.3,3.8,-1.8251515384883676,0.03029700954411136
George Mason University,US,1001-1200,951-1000,-,8.8,4.8,12.4,9.2,10.0,15.3,60.9,11.9,22.5,-1.020867867113835,0.06581477491243568
Gifu University,JP,1001-1200,951-1000,-,6.6,2.3,57.9,7.6,4.3,3.3,20.6,1.8,3.1,-1.831461883060733,-0.46837960595595446
Glasgow Caledonian University,UK,1001-1200,1001-1200,-,5.2,5.4,4.3,6.3,30.1,34.9,37.2,6.8,23.5,-1.1134985526546408,0.8499817733630032
Gunma University,JP,1001-1200,951-1000,-,3.5,1.9,85.8,4.7,4.0,3.2,8.7,1.9,1.0,-1.9158858797222393,-0.6717835815817078
Guru Gobind Singh Indraprastha University,IN,1001-1200,1401+,-,4.5,4.4,6.6,27.7,3.7,5.1,17.3,6.4,2.2,-1.9293853387139832,-0.03211414418666025
Jilin University,CN,497,502,24.2,12.1,46.1,37.4,27.4,11.6,2.1,62.2,23.2,9.1,-0.0809294965010331,-1.0170761713062209
Nanjing Normal University,CN,1001-1200,1001-1200,-,5.0,1.8,15.8,26.8,27.183084579522287,4.2,53.3,4.4,2.9,-1.3081123377862691,0.3944281640325504
Howard University,US,1001-1200,1001-1200,-,7.0,9.2,38.9,3.0,1.1,4.1,31.9,18.8,1.1,-1.5936258958101648,-0.7038672664649468
Hungarian University of Agriculture and Life Sciences,HU,1001-1200,1001-1200,-,6.0,4.9,30.4,3.2,2.2,29.2,53.5,3.6,1.3,-1.41692354013924,0.13148542933380053
Indiana University–Purdue University Indianapolis,US,1001-1200,951-1000,-,7.1,4.5,22.2,10.0,28.8,6.6,33.6,3.7,6.7,-1.5148537615409678,0.2320383160923604
International Christian University,JP,1001-1200,1001-1200,-,5.2,11.5,19.4,1.5,76.3,4.5,10.1,12.0,1.0418341765515111,-1.3774188070484772,0.7266786003883127
International Islamic University Islamabad (IIU),PK,1001-1200,1201-1400,-,7.0,10.7,3.5,8.0,4.2,6.1,50.3,4.3,1.1,-1.6591513412670518,-0.13411983756275436
Islamic University of Madinah,SA,1001-1200,951-1000,-,5.5,1.9,6.6,1.5,36.3,100.0,10.3,2.1,1.0,-1.1761831008131682,2.1038672284658544
"ITESO, Universidad Jesuita de Guadalajara",MX,1001-1200,1001-1200,-,6.3,4.4,72.8,1.0,2.4,1.5,3.5,1.9,1.0,-2.0369293896178835,-0.7371949123952181
Jiangnan University,CN,1001-1200,1001-1200,-,4.4,3.3,20.0,26.7,13.74420859924426,5.730313380839629,44.4,1.4,1.2,-1.5385615736742955,0.1740419995342028
Kagoshima University,JP,1001-1200,1001-1200,-,6.1,2.9,63.6,3.5,3.8,2.8,26.6,1.7,1.0,-1.8072423785524458,-0.5417548911889154
Kangwon National University ,KR,1001-1200,1001-1200,-,4.8,4.7,22.2,8.2,4.7,2.6,27.6,2.8,34.5,-1.5569494376546267,-0.2047499024863428
Kazakh-British Technical University,KZ,1001-1200,1001-1200,-,14.4,28.2,16.1,1.5,6.0,2.5,13.8,3.4,1.2,-1.681730213249178,-0.6996853249687305
Kent State University,US,1001-1200,1001-1200,-,5.5,2.9,6.2,12.7,19.2,6.6,57.1,7.6,2.8,-1.4614784959218767,0.23576236442481577
Kyushu Institute of Technology ,JP,1001-1200,1001-1200,-,4.6,5.4,9.6,25.6,7.1,3.5,20.6,1.9,1.1,-1.9305127556863868,0.010246617268347127
Leeds Beckett University,UK,1001-1200,1001-1200,-,4.5,5.9,3.8,7.5,39.1,27.4,24.8,8.5,1.5,-1.501409215029217,0.820703818631145
Lobachevsky University,RU,1001-1200,1001-1200,-,7.9,3.9,41.1,2.0,2.0,22.3,18.1,3.2,1.3,-1.822608550595111,-0.14558398136302703
Lodz University of Technology,PL,1001-1200,1001-1200,-,5.0,3.4,46.2,8.9,3.3,4.0,50.7,3.2,4.0,-1.5313665837128696,-0.34012154933962746
London Metropolitan University,UK,1001-1200,901-950,-,5.0,3.0,3.8,3.3,59.5,100.0,16.1,13.5,1.0,-0.7492105205632058,2.3739541113257423
Loyola University Chicago,US,1001-1200,901-950,-,8.5,17.3,23.2,7.0,6.5,3.0,39.5,13.2,1.9,-1.4263054498698147,-0.5482158960968696
Lviv Polytechnic National University,UA,1001-1200,951-1000,-,8.4,13.5,28.4,1.9,1.4,1.2,18.9,15.2,11.5,-1.6639412087032062,-0.7310903330060425
Marmara University,TR,1001-1200,1201-1400,-,8.1,11.4,4.4,2.4,2.9,4.2,45.3,23.9,2.7,-1.5093008402801589,-0.5136090598654655
Mississippi State University,US,1001-1200,1001-1200,-,6.2,3.6,7.4,17.4,8.9,3.1,50.6,7.1,4.5,-1.5658507062065945,-0.002820110444363216
Multimedia University (MMU),MY,1001-1200,1001-1200,-,11.0,15.4,10.9,4.7,28.5,30.3,19.6,3.8,3.7,-1.3726448336586767,0.459324006100283
Mustansiriyah University,IQ,1001-1200,1001-1200,-,5.0,8.4,51.2,1.3,35.7,3.6,14.0,4.2,1.1,-1.658297017100377,-0.04048958741058575
Mutah University,JO,1001-1200,1001-1200,-,9.1,11.0,11.0,1.8,10.1,32.5,25.7,7.3,1.6,-1.5684002254406777,0.22715785769087526
Mykolas Romeris University,LT,1001-1200,1001-1200,-,6.2,8.7,13.9,4.5,14.0,35.3,15.0,47.2,11.8,-1.0545890379601535,-0.12253260753378421
Southwest University,CN,1001-1200,1001-1200,-,3.0,1.9,13.3,23.9,1.3,1.7,44.1,10.6,2.3,-1.6880999779222847,-0.15266752565209543
Narxoz University,KZ,1001-1200,1201-1400,-,9.6,7.5,12.9,1.3,14.9,6.2,1.0,60.3,1.4,-1.454306269567727,-0.8596028083398186
National Chung Cheng University,TW,1001-1200,901-950,-,12.5,24.9,14.5,4.9,4.7,3.5,21.4,2.7,9.9,-1.555492316788921,-0.5718625039206171
"National Technical University ""Kharkiv Polytechnic Institute""",UA,1001-1200,901-950,-,6.5,10.6,54.3,1.3,1.7,20.1,11.4,4.0,1.6,-1.7536457717096683,-0.3911540178766344
National University of Kyiv-Mohyla Academy (NaUKMA),UA,1001-1200,1001-1200,-,5.1,10.6,44.2,1.2,2.1,1.1,6.3,13.5,1.0,-1.9730906369054562,-0.7623507504481417
NJSC KIMEP University,KZ,1001-1200,951-1000,-,5.9,14.3,13.8,4.0,75.6,15.7,2.5,27.6,1.0,-1.1254964658122062,0.701830113019336
Northern Arizona University,US,1001-1200,1001-1200,-,5.8,6.2,5.1,13.1,3.0,3.1,55.1,4.6,6.4,-1.6010168300640117,-0.10025046271719444
Northwest University (China),CN,1001-1200,1001-1200,-,4.0,1.4,48.8,17.2,3.5,2.6,33.9,3.0,1.4,-1.7169723596920825,-0.32035971798909707
O.P. Jindal Global University,IN,1001-1200,951-1000,-,8.8,10.0,53.8,1.6,18.0,1.2,8.4,3.2,2.3,-1.7877675569632063,-0.46293539793301935
Ohio University,US,1001-1200,1001-1200,-,8.1,5.5,5.7,10.5,2.4,3.3,41.4,16.9,2.7,-1.6513676939346245,-0.3311410798465459
Panjab University,IN,1001-1200,1001-1200,-,7.8,7.3,6.2,24.1,13.700972451083931,1.7,30.9,31.8,2.4,-1.3346029966612587,-0.33187475821422563
Paul Valéry University Montpellier,FR,1001-1200,1001-1200,-,11.8,2.8,2.9,5.3,5.0,32.2,48.3,2.1,2.8,-1.4990088407209325,0.40962512308964494
Pontifícia Universidade Católica de São Paulo,BR,1001-1200,1001-1200,-,10.1,14.8,37.6,1.2,3.8,1.2,1.8,34.1,1.0,-1.6386696155239335,-1.0845230212032297
Pozna? University of Technology,PL,1001-1200,1001-1200,-,7.8,6.8,31.6,6.3,2.3,5.7,44.9,5.2,1.4,-1.6142193924859307,-0.35957819213605563
Rochester Institute of Technology (RIT),US,1001-1200,1001-1200,-,7.2,10.7,19.2,6.3,4.7,16.1,36.8,9.0,34.5,-1.1457905610294195,-0.1376987423095376
Russian Presidential Academy of National Economy and Public Administration,RU,1001-1200,1001-1200,-,4.9,7.6,47.8,1.1,1.8,2.8,17.7,41.8,1.0,-1.5116424649931766,-1.063432185723038
Saint Petersburg Electrotechnical University ETU-LETI,RU,1001-1200,951-1000,-,5.4,3.6,46.4,1.8,4.2,46.3,14.6,5.6,1.1,-1.6067373576004633,0.27411003511361204
Saint-Petersburg Mining University,RU,1001-1200,1001-1200,-,3.6,3.2,64.1,2.1,21.1,29.3,6.5,8.0,1.1,-1.6035860365776544,0.11266371772052286
Samara National Research University (Samara University),RU,1001-1200,901-950,-,4.1,2.2,75.4,2.1,2.2,12.3,17.0,9.1,1.2,-1.7370780168007065,-0.5710553297593267
San Diego State University,US,1001-1200,1001-1200,-,5.4,3.0,3.3,14.3,5.2,3.5,68.7,15.8,9.4,-1.3019885928085277,-0.10341624134138007
Sheffield Hallam University,UK,1001-1200,1001-1200,-,6.7,8.6,9.5,4.5,33.6,33.1,50.4,8.6,2.2,-1.1040896550214732,0.7490649675248555
Shinshu University ,JP,1001-1200,1001-1200,-,3.6,3.2,34.9,11.2,5.5,2.6,24.1,1.8,1.1,-1.961671141181729,-0.24430598597673328
"Siberian Federal University, SibFU",RU,1001-1200,1001-1200,-,6.8,4.5,18.9,3.8,46.3,31.6,32.6,8.0,1.2,-1.2388162793485997,0.8963029863406978
Silesian University of Technology,PL,1001-1200,1001-1200,-,6.8,3.8,30.3,7.0,2.9,3.3,63.4,9.5,1.4,-1.4329199132007182,-0.3444413589182861
Slovak University of Agriculture in Nitra,SK,1001-1200,,-,8.5,9.0,25.8,7.2,7.1,4.4,29.0,4.9,1.0,-1.7541676413049003,-0.3215741751598686
Slovak University of Technology in Bratislava,SK,1001-1200,1001-1200,-,9.1,9.0,38.8,3.8,2.4,6.5,48.3,15.0,1.0,-1.3737214236410717,-0.5797868476628647
Sohar University,OM,1001-1200,,-,4.4,5.0,2.2,9.0,100.0,1.7,9.0,53.7,1.0,-0.8384663587160763,0.8023433672376213
Soonchunhyang University,KR,1001-1200,1001-1200,-,5.6,4.7,55.2,5.7,5.5,3.9,11.7,1.8,6.4,-1.8933969818759593,-0.4652936238817992
Southern Methodist University,US,1001-1200,1001-1200,-,4.9,3.6,29.3,7.2,6.8,8.7,30.2,38.8,2.4,-1.4000748097976796,-0.5869590018255848
Hohai University,CN,1001-1200,1201-1400,-,4.1,1.5,7.9,16.5,31.343323165762484,22.022958375539503,70.7,2.2,2.4,-1.1148826878400455,0.8521039666220207
SRM INSTITUTE OF SCIENCE AND TECHNOLOGY,IN,1001-1200,1201-1400,-,8.6,16.0,13.4,4.0,1.5,1.6,56.2,1.8,12.7,-1.4075298988089266,-0.4000619183675489
